_unit_id,_created_at,_updated_at,_golden,cluer1,cluer2,correctlyclassifiedoverlap,coverageoverlap,id,intersectionwholerule,label,literalintersectionlength,r1,r1conf,r1correct,r1coverage,r1id,r1len,r1supp,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,tag,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason,what_is_the_rationale_for_your_choice_gold,what_is_the_rationale_for_your_choice_gold_reason,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
815374317,10/26/2015 15:06:28,11/10/2015 00:40:24,"","Following countries fall into all of the groups defined by the rule: <b>India, Pakistan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>India, Pakistan</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,53,"['India', 'Pakistan']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1947&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['India', 'Pakistan']","['India', 'Pakistan']",10.0,1.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Federal Countries&nbsp;<b>and</b> </li><li>Member States Of The South Asian Association For Regional Cooperation&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['India', 'Pakistan']","['India', 'Pakistan']",1805.0,3.0,0.0136986301369863,differentLengthRulesDisjunctAttH,"","",,,"",""
815374318,10/26/2015 15:06:28,11/27/2015 21:35:07,"","","","","",54,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374319,10/26/2015 15:06:28,12/4/2015 08:18:50,"","Following countries fall into all of the groups defined by the rule: <b>Denmark, Luxembourg</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Denmark, Luxembourg</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,55,"['Denmark', 'Luxembourg']",low,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;<b>and</b> </li><li>NUTS2Statistical Regions Of The European Union&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Denmark', 'Luxembourg']","['Denmark', 'Luxembourg']",743.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>NUTS2Statistical Regions Of The European Union&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Denmark', 'Luxembourg']","['Denmark', 'Luxembourg']",2816.0,4.0,0.0136986301369863,differentLengthRulesNeitherDisjunctNorSubsumingAttL,"","",,,"",""
815374320,10/26/2015 15:06:28,11/8/2015 17:23:49,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,56,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",428.0,2.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",2531.0,3.0,0.0136986301369863,differentLengthRulesDisjunctAttL,"","",,,"",""
815374321,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,57,"['United Kingdom', 'Malta']",low,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",5157.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",5201.0,4.0,0.0136986301369863,sameLengthRulesNonDisjunctAttL,"","",,,"",""
815374322,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,58,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",1135.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",3543.0,4.0,0.0205479452054795,differentLengthRulesNeitherDisjunctNorSubsumingAttL,"","",,,"",""
815374323,10/26/2015 15:06:28,11/27/2015 21:35:08,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,59,"['Rwanda', 'Uganda']",high,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Landlocked Countries&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3821.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3858.0,4.0,0.0136986301369863,sameLengthRulesNonDisjunctAttH,"","",,,"",""
815374324,10/26/2015 15:06:28,11/10/2015 00:40:23,"","Following countries fall into all of the groups defined by the rule: <b>Morocco, Tunisia</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Morocco, Tunisia</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,60,"['Morocco', 'Tunisia']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1956&nbsp;<b>and</b> </li><li>Member States Of La Francophonie&nbsp;<b>and</b> </li><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Morocco', 'Tunisia']","['Morocco', 'Tunisia']",3198.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1956&nbsp;<b>and</b> </li><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Morocco', 'Tunisia']","['Morocco', 'Tunisia']",954.0,3.0,0.0136986301369863,differentLengthRulesR1subsumingR2AttH,"","",,,"",""
815374325,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",61,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",2.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374326,10/26/2015 15:06:28,11/17/2015 04:57:25,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,62,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",2425.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",5159.0,4.0,0.0136986301369863,differentLengthRulesDisjunctAttL,"","",,,"",""
815374327,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Indonesia, Malaysia</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Indonesia, Malaysia</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,63,"['Malaysia', 'Indonesia']",high,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Developing 8Countries Member States&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Southeast Asian Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Indonesia', 'Malaysia']","['Indonesia', 'Malaysia']",1403.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Malayspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Association Of Southeast Asian Nations&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Indonesia', 'Malaysia']","['Indonesia', 'Malaysia']",3106.0,4.0,0.0136986301369863,differentLengthRulesNeitherDisjunctNorSubsumingAttH,"","",,,"",""
815374328,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,64,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",3662.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",261.0,2.0,0.0136986301369863,differentLengthRulesR1subsumingR2AttL,"","",,,"",""
815374329,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,65,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Baltic States&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",147.0,2.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;<b>and</b> </li><li>Baltic States&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",784.0,3.0,0.0136986301369863,differentLengthRulesR2subsumingR1AttL,"","",,,"",""
815374330,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Moldova, Ukraine</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Moldova, Ukraine</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,66,"['Moldova', 'Ukraine']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Ukrainianspeaking Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Moldova', 'Ukraine']","['Moldova', 'Ukraine']",55.0,2.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Areas Of Traditional Spread Of Ukrainians And Ukrainian Language&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Moldova', 'Ukraine']","['Moldova', 'Ukraine']",57.0,2.0,0.0136986301369863,sameLengthRulesDisjunctAttL,"","",,,"",""
815374331,10/26/2015 15:06:28,11/8/2015 17:23:49,"","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,67,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",255.0,2.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Qatar', 'United Arab Emirates']",1168.0,3.0,0.0205479452054795,differentLengthRulesR2subsumingR1AttL,"","",,,"",""
815374332,10/26/2015 15:06:28,11/20/2015 09:10:10,"","","","","",68,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Island Countries&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsLargeDiffInRuleLen,"","",,,"",""
815374333,10/26/2015 15:06:28,10/30/2015 03:01:28,"","Following countries fall into all of the groups defined by the rule: <b>Bangladesh, Sri Lanka</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Bangladesh, Sri Lanka</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,69,"['Bangladesh', 'Sri Lanka']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Socialist States&nbsp;<b>and</b> </li><li>Member States Of The South Asian Association For Regional Cooperation&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bangladesh', 'Sri Lanka']","['Bangladesh', 'Sri Lanka']",862.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Socialist States&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>South Asian Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Bangladesh', 'Sri Lanka']","['Bangladesh', 'Sri Lanka']",865.0,3.0,0.0136986301369863,sameLengthRulesNonDisjunctAttL,"","",,,"",""
815374334,10/26/2015 15:06:28,12/4/2015 08:18:51,"","Following countries fall into all of the groups defined by the rule: <b>Mozambique, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Mozambique, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,70,"['Mozambique', 'Uganda']",high,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Mozambique', 'Uganda']","['Mozambique', 'Uganda']",1614.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Mozambique', 'Uganda']","['Mozambique', 'Uganda']",5754.0,4.0,0.0136986301369863,differentLengthRulesNeitherDisjunctNorSubsumingAttH,"","",,,"",""
815374335,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",71,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374336,10/26/2015 15:06:28,11/5/2015 11:10:48,"","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia, Lithuania</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia, Lithuania</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,72,"['Latvia', 'Estonia', 'Lithuania']",low,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Baltic States&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']",798.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Member States Of NATO&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Baltic States&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']",2904.0,4.0,0.0205479452054795,differentLengthRulesR2subsumingR1AttL,"","",,,"",""
815374337,10/26/2015 15:06:28,10/30/2015 03:01:28,"","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,73,"['Rwanda', 'Uganda', 'Burundi']",high,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",1204.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",269.0,2.0,0.0205479452054795,differentLengthRulesR1subsumingR2AttH,"","",,,"",""
815374338,10/26/2015 15:06:28,11/17/2015 04:57:25,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,74,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",526.0,2.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",5278.0,4.0,0.0136986301369863,differentLengthRulesDisjunctAttL,"","",,,"",""
815374339,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",75,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374340,10/26/2015 15:06:28,11/8/2015 17:23:49,"","","","","",76,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",2.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374341,10/26/2015 15:06:28,12/4/2015 02:40:50,"","","","","",77,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Islamic States&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsLargeDiffInRuleLen,"","",,,"",""
815374342,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,78,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",1880.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",2427.0,3.0,0.0136986301369863,sameLengthRulesDisjunctAttL,"","",,,"",""
